ratingId,tag,timestamp
28799,Kevin Costner,1253930539
28799,snorefest,1253930543
28803,vigilantism,1218405594
28804,anti-hero,1253929917
28804,Cole Hauser,1253929922
28804,Vin Diesel,1253929910
28805,Amanda Peet,1253929798
28805,Matthew Perry,1253929802
28805,Rosanna Arquette,1253929813
28837,Bill Murray,1253931205
28837,quirky,1253931216
28840,cheerleading,1253932873
28840,Eliza Dushku,1253932876
28840,Overrated,1253932878
28864,standard romantic comedy,1253933882
28931,video game adaptation,1253930587
28953,play enough video games and you can become an NSA agent,1253930345
28953,ridiculous training sequence,1253930342
29038,Guillermo del Toro,1253929290
29038,steampunk,1253929296
29038,superhero,1253929293
29069,Oded Fehr,1253930624
29069,post-apocalyptic,1253930636
29069,Sienna Guillory,1253930633
29069,zombies,1253930644
29073,Beautiful Woman,1253926735
29073,campy,1253926723
29073,irreverent,1253926726
29073,quirky,1253926728
29073,Roman Polanski,1253926730
29089,good animation,1253931241
29089,interesting concept - bad execution,1253931234
29089,surrealism,1253931244
29113,aliens,1253928597
29113,black comedy,1253928590
29113,Firefly,1253928585
29122,disappointing,1253929514
29122,overrated,1253929532
29122,Viggo Mortensen,1253929518
29168,dark,1218405627
29168,fairytale,1218405627
29230,alternate reality,1253926526
29230,diluted version of comic,1253926511
29230,dystopia,1253926517
29230,stylized,1253926519
29237,high school,1253932469
29237,Kristen Stewart,1253932484
29237,Robert Pattinson,1253932481
29237,Teen movie,1253932459
29237,Vampire Human Love,1253932463
29239,adapted from:book,1253929184
29239,Aging Disorder,1253929189
29239,Brad Pitt,1253929141
29239,cinematography,1253929177
29239,drama,1253929173
29239,original plot,1253929180
29239,slow parts,1253929162
29239,touching,1253929169
29241,alternate universe,1253926354
29241,author:Neil Gaiman,1253926328
29241,claymation,1253926330
29241,Dakota Fanning,1253926349
29241,dark,1253926337
29241,fairy tale,1253926364
29241,Neil Gaiman,1253926360
29242,Captain Hammer,1253926165
29242,joss whedon,1253926158
29242,mad scientist,1253926186
29242,musical,1253926178
29242,Nathan Fillion,1253926182
29242,Neil Patrick Harris,1253926160
29242,parody,1253926168
29244,Brad Pitt,1253926443
29244,ending,1253926451
29244,gratuitous violence,1253926429
29244,Quentin Tarantino,1253926404
29244,satire,1253926435
29244,unusual plot structure,1253926417
29244,violence,1253926426
29244,World War II,1253926408
29245,action,1253928934
29245,bad plot,1253928950
29245,hugh jackman,1253928926
29245,superhero,1253928935
29245,too long,1253928954
29250,bad plot,1253929636
29250,robots,1253929657
29250,sufficiently explodey to be good,1253929639
29251,Abigail Breslin,1260688098
29251,ending,1260688053
29251,genuine characters,1260688086
29251,Jason Patric,1260688105
29256,animation style,1253926100
30809,funny,1156788918
30809,nascar,1156788904
30809,will farell,1156788913
30810,beer,1156788764
30810,guy movie,1156788774
35636,breathtaking,1237060605
35644,i'd like to live in this movie,1237060140
35681,breathtaking,1237060235
35776,akira kurosawa,1338084833
35776,black comedy,1338084822
38206,anime,1463916275
38206,children,1463916304
38206,fantasy,1463916289
38207,fantasy,1463916386
38207,feel-good,1463916401
38214,bad acting,1463916776
38214,bad plot,1463916772
38217,anime,1463916484
38227,sci-fi,1463916817
40941,vampire,1138983469
41034,1940's feel,1140395930
41034,unique look,1140395930
41084,fairy tales,1138983064
41358,adam sandler,1318706504
41367,overrated,1318706739
41372,overrated,1318706182
41403,that fat nerd is just annoying,1318706118
41455,seen it before,1318706449
41471,Just stupid,1318706536
41473,overrated,1318706470
41475,overrated,1318706705
41480,Exellent first half,1318706053
41480,terrible ending,1318706042
41487,Gore!!!,1318706275
41487,sort of honest,1318706296
41488,Lame everything,1318706227
44936,awesome,1437338154
44936,awesome soundtrack,1437338150
44936,jedi,1437338139
44936,space adventure,1437338130
47137,anime,1159734531
47143,boring,1159734220
47143,slow,1159734220
47145,explosions,1159734488
47157,dystopia,1159734421
47171,anime,1159734245
47213,long,1159734734
47243,sci-fi,1159734634
47243,virtual reality,1159734636
47261,martial arts,1159734502
47265,interesting,1159734363
47278,explosions,1159734552
47278,martial arts,1159734552
47306,martial arts,1159734445
47345,long,1159734600
47368,explosions,1159734683
47368,interesting,1159734683
47371,boring,1159734233
47373,boring,1159734622
47373,long,1159734622
47378,anime,1159734417
47379,Johnny Depp,1159734656
47388,anime,1159734652
47390,explosions,1159734326
47390,martial arts,1159734467
47392,martial arts,1159734555
47393,boring,1159734608
47393,long,1159734608
47395,interesting,1159734515
47399,martial arts,1159734589
47405,Long,1159734165
47407,comedy,1159734745
47407,zombies,1159734745
47409,super-hero,1159734563
47411,apocalypse,1159734706
47411,interesting,1159734706
47412,explosions,1159734379
47416,comedy,1159734584
47416,martial arts,1159734584
47416,Stephen Chow,1159734584
47420,bad camerawork,1159734301
47420,slow,1159734301
47440,romance,1463337171
47451,space,1463337217
47451,star,1463337213
48084,As historicaly correct as Germany winning WW2,1140389056
48084,but still a fun movie.,1140389056
48200,"The Rocks ""finest"" work need I say more?",1140389511
48242,Try not to mistake this for an episode of Alias,1140389595
49843,biblical,1444534976
49843,crime,1444534982
49843,dark,1444534994
49843,disturbing,1444534971
49843,greed,1444534998
49843,horror,1444534981
49843,serial killer,1444534961
49843,violent,1444534985
49844,assassin,1444534872
49844,hit men,1444534872
49844,thriller,1444534887
49846,friendship,1444529800
49846,Morgan Freeman,1444529792
49846,narrated,1444529829
49846,prison,1444529824
49846,prison escape,1444529820
49846,revenge,1444529816
49846,Tim Robbins,1444529804
49846,wrongful imprisonment,1444529809
49848,action,1444529881
49848,aliens,1444529879
49848,George Lucas,1444529892
49848,Harrison Ford,1444529867
49848,sci-fi,1444529889
49848,sequel,1444529879
49848,space,1444529864
49848,Star Wars,1444529869
49848,starship pilots,1444529899
49848,war,1444529884
49850,alternate reality,1444530190
49850,Bill Murray,1444530207
49850,character development,1444530216
49850,comedy,1444530195
49850,existentialism,1444530199
49850,feel-good,1444530209
49850,funny,1444530200
49850,love,1444530219
49850,romantic,1444530228
49850,self discovery,1444530203
49851,great dialogue,1444535166
49851,Jeff Bridges,1444535201
49851,Nudity (Full Frontal),1444535170
49851,off-beat comedy,1444535205
49851,quirky,1444535198
49851,satirical,1444535172
49851,Steve Buscemi,1444535164
49852,bookshop,1444530521
49852,happy ending,1444530524
49852,Meg Ryan,1444530516
49852,Romance,1444530517
49852,romantic comedy,1444530529
49852,Tom Hanks,1444530527
49853,awkward,1444529225
49854,creative,1444529752
49854,funny,1444529739
49854,Helen Hunt,1444529729
49854,hilarious,1444529746
49854,Mel Gibson,1444529756
49854,stereotypes,1444529760
49855,aviation,1444531651
49855,funny,1444531664
49855,imagination,1444531644
49855,Studio Ghibli,1444531642
49855,visually appealing,1444531647
49856,family,1444535334
49856,funny,1444535340
49856,Steve Martin,1444535326
49857,american idiocy,1444531783
49857,documentary,1444531780
49857,social criticism,1444531787
49858,anime,1444530775
49858,Hayao Miyazaki,1444530771
49858,Studio Ghibli,1444530778
49860,military,1444534772
49860,sci-fi,1444534765
49862,Billy Bob Thornton,1444531424
49862,comedy,1444531438
49862,cursing,1444531450
49862,funny,1444531430
49862,redemption,1444531445
49864,beauty pageant,1444529380
49864,family,1444529368
49864,independent film,1444529351
49864,off-beat comedy,1444529354
49864,quirky,1444529369
49864,road trip,1444529384
49864,satire,1444529372
49864,steve carell,1444529375
49865,comedy,1444535241
49865,indie,1444535247
49865,pregnancy,1444535236
49865,teen pregnancy,1444535244
49865,witty,1444535238
49866,Aging,1444531050
49866,Brad Pitt,1444531041
49866,original plot,1444531048
49866,philosophical,1444531044
49867,comedy,1444530699
49867,great soundtrack,1444530694
49867,mad scientist,1444530688
49867,Neil Patrick Harris,1444530691
49867,parody,1444530697
49868,sci fi,1444530041
49868,spock,1444530038
49868,Star Trek,1444530030
49868,teleportation,1444530045
49869,aliens,1444529449
49869,graphic design,1444529463
49869,predictable,1444529440
49869,racism,1444529457
49869,sci-fi,1444529439
49871,drama,1444530864
49871,historical,1444530873
49871,interesting,1444530861
49872,Ang Lee,1444531076
49872,India,1444531086
49872,ocean,1444531083
49872,visually appealing,1444531077
49873,Disney,1444530267
49873,feminist,1444530281
49873,musical,1444530270
49873,storyline,1444530270
49874,beautiful scenery,1444529645
49874,coming of age,1444529671
49874,dark humor,1444529660
49874,Fernando E. Solanas,1444529608
49874,imaginative,1444529635
49874,quirky,1444529613
49874,whimsical,1444529629
49875,amazing storytelling,1444529104
49875,Bill Murray,1444529124
49875,cinematography,1444529143
49875,eastern europe,1444529119
49875,europe,1444529115
49875,historical,1444529139
49875,on the run,1444529148
49875,quirky,1444529109
49876,comedy,1444530392
49876,Coming of Age,1444530417
49876,family,1444530402
49876,friends,1444530410
49876,funny,1444530394
49876,happy ending,1444530413
49876,heartwarming,1444528813
49876,inspiring,1444530404
49876,japanese influence,1444528772
49876,pixar,1444530397
49876,technology,1444528781
49877,comedy,1444530159
49877,fairy tale,1444530100
49877,funny,1444530106
49877,great soundtrack,1444530127
49877,imaginative,1444530113
49877,meryl streep,1444530142
49877,musical,1444530098
49878,coming of age,1444530618
49878,creative,1444530620
49878,happiness,1444530631
49878,imaginative,1444530628
49878,Pixar,1444530633
51806,predictable,1148077862
55501,coming of age,1443393648
55501,"space epic, science fiction, hero's journey",1443393664
58058,cult film,1354033605
58058,Martin Scorsese,1354033608
58058,social commentary,1354033602
58066,stylized,1353702088
58066,surreal,1353702083
58066,surrealism,1353702082
58066,visceral,1353702078
58084,animation,1354033746
58096,dark comedy,1353703178
58096,dark humor,1353703182
58096,John Cleese,1353703171
58096,quirky,1353703185
58097,Monty Python,1354033667
58098,nonlinear,1354033640
58098,organized crime,1354033636
58098,Quentin Tarantino,1354033638
58116,Alfred Hitchcock,1354033644
58116,psychology,1354033646
58126,Marx Brothers,1354033718
58127,cult film,1354033633
58127,psychology,1354033630
58156,dark comedy,1354033685
58179,disturbing,1354033600
58188,post-apocalyptic,1354033650
58188,twist ending,1354033653
58212,atmospheric,1354033596
58237,insanity,1353702162
58237,psychological thriller,1353702155
58273,atmospheric,1354033628
58273,surreal,1354033624
58274,Dave Foley,1354033569
58280,Adam Sandler,1354044970
58285,Satoshi Kon,1354033681
58319,stylized,1354033620
58319,violent,1354033611
58320,depressing,1353702390
58320,disturbing,1353702357
58320,hallucinatory,1353702345
58320,paranoid,1353702396
58320,revenge,1353702393
58320,stylized,1353702395
58320,twist ending,1353702400
58320,vengeance,1353702404
58321,Takashi Miike,1354033711
58323,Studio Ghibli,1354033715
58350,anime,1354033657
58354,coen brothers,1354033663
58358,Batman,1354033727
58368,british,1354033698
58368,politics,1354033700
58368,satire,1354033695
59532,steve martin,1140455432
59538,tom hanks,1165548454
59539,hugh grant,1140455419
59540,ethan hawke,1165548716
59542,meg ryan,1140455397
59543,school,1140455370
59545,classic,1140454408
59546,Phenomenal!,1140454312
59547,Johnny Depp***,1140455226
59548,overrated,1140455303
59550,didn't get it,1140455255
59551,Sandra Bullock,1140454879
59556,very funny!,1140454299
59558,jodi foster,1140455238
59559,sweet,1140455292
59560,edward norton,1140455195
59561,creepy good,1140454443
59566,jimmy stewart,1140455208
59580,claire daines,1140455275
59580,clever,1140455275
59580,Leonardo DiCaprio,1140455275
59580,shakespeare,1140455275
59605,denzel washington,1140455181
59608,war,1140455073
59611,r. phoneix,1140455011
59616,cool,1140454996
59621,billy bob thorton,1140455032
59622,not too thrilled,1140455126
59629,cheezy to the max!,1140454281
59630,moody,1165548220
59631,hillarious,1140455102
59637,good but not accurate,1140454574
59642,stallone,1140455043
59644,il,1165548392
59644,lake forest,1165548392
59648,not worth your time,1140454610
59651,liked the other two better,1140455152
59652,classic,1140455086
59655,cute,1140454548
59657,Micheal Keaton,1140454821
59665,must see,1140454589
59667,colin firth,1165548675
59667,Gwenth Paltrow,1165548675
59667,joseph fiennes,1165548675
59670,philosophy,1140454933
59674,cool and great music,1140454393
59675,stupidity,1140454856
59685,controversial,1140454805
59688,stupid,1140455730
59689,Tom Hanks,1140454833
59692,boring,1140455703
59694,tim robbins,1140455685
59699,mel gibson,1140454892
59700,stupid,1140455743
59701,can't stand rogue!,1140454770
59702,renee z,1140455496
59707,boring,1140455549
59708,predictable,1140454952
59712,okay,1140454522
59713,overrated,1140455478
59719,witty!,1140454779
59721,keanu reeves,1140455511
59722,thora birch,1140455465
59723,jakie chan,1140455522
59724,john cusack,1140455540
59728,Gwenth Paltrow,1140455564
59733,not by book,1165548741
59735,nair,1165548358
59736,tobey maguire,1140454907
59737,books,1140455343
59737,relationships,1140455343
59740,mike myers,1140455409
59741,moore,1165548495
59746,collin farrel,1140455383
59749,I loved it! Seen it five times already!,1140454336
59760,Benicio Del Toro,1165548439
59772,the best comic adaptation!,1140454370
61119,kung fu,1436621295
61119,martial arts,1436621295
61119,well done,1436621295
61120,feel good,1436621325
61120,light,1436621329
61124,dark,1436621257
61218,sci-fi,1444761481
61218,supernatural powers,1444761492
61371,Alex van Warmerdam,1475737520
61371,magical realism,1475737516
61371,weird,1475737522
62931,action,1432308664
62931,desert,1432308674
62931,Dieselpunk,1432308755
62931,Mel Gibson,1432308659
62931,Post apocalyptic,1432308686
62931,post-apocalyptic,1432308656
62969,dystopia,1432308622
62969,thought-provoking,1432308624
62979,animation,1432309088
62979,anime,1432309076
62979,based on a TV show,1432309085
62979,fantasy world,1432309090
66321,National Film Registry,1296204035
66478,Adam Sandler,1296202619
68968,adventure,1446622291
68968,freedom,1446622248
68968,road trip,1446622240
68968,self discovery,1446622259
68968,travel,1446622390
68991,Iceland,1446830144
68991,photography,1446830153
68991,travel,1446830142
69315,who done it,1339456173
69444,aliens,1339283926
69444,humor,1339283929
69444,sci-fi,1339283933
69444,violence,1339283935
69458,claustrophobic,1339283636
69458,experiment,1339283627
69458,group psychology,1339283610
69458,psychological,1339283617
69473,aliens,1339284270
69473,franchise,1339284250
69473,funny,1339284240
69473,time travel,1339284259
69480,George Lucas,1437000955
69480,starwars,1437000940
69563,cult film,1437105893
69904,big brother,1437004053
69904,documentary,1437004053
69904,privacy,1437004053
71402,Pixar,1292956344
71404,psychology,1292956276
71404,twist ending,1292956362
71407,dark comedy,1292956439
71407,Quentin Tarantino,1292956435
71416,dark comedy,1292956194
71418,organized crime,1292956420
71418,Quentin Tarantino,1292956416
71438,dark comedy,1292956446
71438,Guy Ritchie,1292956448
71438,organized crime,1292956450
71440,nonlinear,1292956226
71440,time travel,1292956392
71444,dark comedy,1292956481
71444,psychology,1292956476
71444,twist ending,1292956479
71447,animation,1292956346
71454,addiction,1292956422
71454,psychology,1292956425
71455,Guy Ritchie,1292956203
71455,twist ending,1292956205
71470,psychology,1292956490
71477,multiple storylines,1292956518
71505,guy ritchie,1292956408
71515,based on a true story,1292956431
71540,assassin,1292956189
71544,Drugs,1292956230
71544,Guy Ritchie,1292956234
71544,twist ending,1292956236
71551,Quentin Tarantino,1292956453
71569,psychological,1292956215
71569,twist ending,1292956212
71574,renegade art,1292956306
71578,Pixar,1292956196
71581,alternate reality,1292956469
71721,Science Fiction,1432365802
71721,space,1432365814
73423,Psychological Thriller,1434169401
73424,Intrigued,1434169472
75027,baseball,1146596187
76699,comedy of manners,1243454358
76699,Disney,1243454364
76699,Disney studios,1243454367
76699,Julie Andrews,1243454386
76699,multiple roles,1243454371
76699,musical,1243454374
76699,villain nonexistent or not needed for good story,1243454382
76703,80's classic,1243454483
76703,dance,1243454500
76703,girlie movie,1243454518
76703,music,1243454488
76703,musical parodies,1243454503
76703,rich families,1243454508
76710,disturbing,1243454832
76710,Nudity (Full Frontal - Notable),1243454840
76710,Nudity (Full Frontal),1243454842
76710,psychological,1243454846
76710,violent,1243454848
76721,demons,1243454875
76721,horror,1243454878
76721,possession,1243454880
76721,scary,1243454882
76744,dance,1243454447
76744,girlie movie,1243454450
76744,Nudity (Topless),1243454452
76744,strippers,1243454454
76762,comedy,1243510202
76762,drama,1243510204
76762,notable soundtrack,1243510209
76762,quirky,1243510212
76768,football,1243509668
76768,Funny,1243509674
76768,Keira Knightley,1243509670
76768,love,1243509684
76772,funny,1243454300
76772,Jack Black,1243454312
76772,music,1243454317
76772,not only for kids,1243454321
76772,Rock,1243454333
76772,rock and roll,1243454326
76773,british,1243454933
76773,christmas,1243454936
76773,ensemble cast,1243454939
76773,Keira Knightley,1243454943
76773,love,1243454946
76773,multiple storylines,1243454948
76773,Nudity (Topless - Notable),1243454950
76773,Nudity (Topless),1243454952
76773,Romance,1243454954
76776,covers a lifespan,1243455160
76776,memories,1243455166
76782,comedy,1243454586
76782,crude,1243454590
76782,funny,1243454588
76782,nerds,1243454598
76782,Nudity (Topless - Notable),1243454603
76782,Nudity (Topless),1243454610
76782,sex,1243454608
76787,fashion,1243454978
76787,New York,1243454980
76787,Paris,1243454982
76787,Streep strong & funny,1243454985
76792,fashion,1243455007
76792,New York City,1243455012
76792,Nudity (Topless),1243455014
76792,R:strong sexual content,1243455020
76792,romance,1243455018
76797,funny,1243509641
76797,obvious plot,1243509645
76798,romance,1243455092
76798,Teen movie,1243455095
76798,vampires,1243455099
76801,Brad Pitt,1243455053
76801,cinematography,1243455057
76801,drama,1243455060
76802,easily confused with other movie(s) (title),1243454548
76802,funny,1243454556
76802,Jim carrey,1243454553
76802,Zooey Deschanel,1243454561
78405,Gwyneth Paltrow,1301715429
78405,Jude Law,1301715415
78422,based on a book,1301715225
78422,twist ending,1301715231
78549,afi,1182393913
78632,afi,1182393876
78692,tcm,1189187818
78697,holes80s,1342849456
79169,afi,1182393819
79675,tosee,1475705682
79968,afi,1182393855
80215,toplist05,1378985294
80218,toplist05,1378985376
80223,toplist05,1334343486
80233,toplist05,1378985440
80235,toplist05,1378985328
80240,toplist06,1197165976
80250,toplist06,1197165844
80253,toplist06,1235048573
80263,toplist06,1197165941
80268,toplist06,1198810519
80280,toplist06,1197165894
80281,toplist06,1197165832
80286,toplist06,1197164385
80291,toplist06,1197164296
80295,toplist06,1197165707
80303,toplist06,1197165676
80305,toplist06,1197165862
80306,toplist06,1197164312
80308,toplist06,1197165663
80316,toplist06,1197165695
80323,toplist07,1192323038
80327,toplist07,1197122754
80333,toplist07,1197313756
80336,toplist07,1198811122
80338,toplist07,1187738100
80344,toplist07,1187738146
80346,toplist07,1187737659
80347,toplist07,1268555304
80348,toplist07,1197122048
80349,toplist08,1228486494
80351,toplist07,1197121987
80353,toplist07,1197121953
80354,toplist07,1268555286
80356,toplist07,1197122030
80357,toplist07,1195959915
80362,toplist07,1197121965
80365,toplist07,1198811180
80366,toplist07,1268555500
80368,toplist07,1198968553
80369,toplist07,1200334592
80370,toplist07,1200334609
80371,toplist07,1201665448
80372,toplist07,1198968631
80378,toplist08,1250738298
80382,toplist08,1207957343
80392,toplist08,1230814631
80398,toplist08,1223243682
80400,toplist08,1223243801
80402,toplist08,1223244145
80403,toplist08,1222269690
80408,toplist08,1228486518
80413,toplist08,1230814303
80418,toplist08,1250440712
80419,toplist08,1230814286
80420,toplist08,1230942216
80421,toplist08,1236951337
80431,toplist09,1253860576
80434,toplist09,1259384470
80437,toplist10,1270485757
80438,toplist08,1238823068
80442,toplist09,1253860562
80450,toplist09,1250742859
80459,toplist09,1250742877
80460,toplist09,1253860588
80463,toplist09,1292047039
80467,toplist09,1259383811
80471,toplist09,1262145753
80472,toplist09,1257694906
80474,toplist09,1259383836
80476,toplist09,1262146022
80478,toplist09,1271429973
80480,toplist09,1267280510
80486,toplist10,1276350948
80488,toplist10,1276350928
80499,toplist10,1296798992
80502,toplist10,1293381435
80504,toplist10,1281363877
80505,toplist09,1277386636
80508,toplist10,1279986154
80510,toplist10,1281363890
80515,toplist10,1287199615
80516,toplist10,1294976085
80520,toplist10,1292077909
80521,toplist10,1296799009
80524,toplist10,1296798962
80526,toplist10,1296799034
80528,toplist10,1296798978
80529,toplist10,1299563653
80537,toplist11,1317998755
80539,toplist11,1312868088
80545,toplist11,1312868078
80550,toplist11,1322848734
80552,toplist11,1322849030
80555,toplist11,1322894457
80557,toplist11,1329513993
80560,toplist11,1317998768
80561,toplist11,1317998745
80564,toplist11,1322848784
80568,toplist11,1322848999
80571,toplist11,1327491698
80573,toplist11,1332487973
80575,toplist11,1327491714
80577,toplist11,1327491687
80578,toplist11,1322848957
80592,toplist12,1355599327
80593,toplist12,1342275142
80594,toplist12,1354966882
80597,toplist12,1356967567
80598,toplist12,1348198533
80609,toplist12,1355599298
80610,toplist12,1355599008
80612,toplist12,1356623017
80616,toplist12,1353063038
80620,toplist13,1383626018
80621,toplist12,1354966835
80624,toplist12,1354966859
80625,toplist12,1356623118
80627,toplist12,1354966894
80629,toplist12,1354966827
80636,toplist12,1355938883
80639,toplist12,1357543606
80641,toplist12,1356273884
80652,toplist12,1386245688
80655,toplist13,1383626036
80658,toplist13,1386658060
80665,toplist13,1396017727
80666,toplist13,1383625950
80669,toplist13,1388209512
80681,toplist13,1386657913
80684,toplist13,1397129838
80685,toplist13,1386245656
80688,toplist13,1389766232
80694,toplist13,1386658220
80696,toplist13,1386657846
80697,toplist13,1386657798
80699,toplist13,1386946018
80707,toplist14,1402760218
80720,toplist14,1420131617
80724,toplist14,1416281804
80725,toplist14,1411137921
80729,toplist14,1417010184
80730,toplist14,1412347244
80736,toplist14,1407510485
80747,toplist14,1417010271
80750,toplist14,1423131235
80752,toplist14,1431187332
80753,toplist15,1446211131
80756,toplist14,1417010500
80757,toplist14,1425780053
80759,toplist14,1417010208
80768,toplist15,1449756046
80775,toplist15,1449755822
80776,toplist15,1468592921
80785,toplist15,1449754606
80787,toplist15,1446210938
80790,toplist15,1446211185
80791,toplist15,1446283359
80794,toplist15,1446211164
80797,toplist15,1449755171
80799,toplist15,1446211303
80803,toplist15,1468077718
80806,toplist15,1449754627
80808,toplist15,1446211337
80810,toplist15,1449755899
80814,toplist15,1449755637
80819,toplist16,1467946629
80824,toplist16,1476419254
85515,Michael Mann,1232812787
87618,determination,1430526450
87618,devotion,1430526450
87618,music,1430526450
90451,honest,1344134759
90495,alex pettyfer,1306109318
92336,hijacking,1471521058
92336,ocean,1471521036
92336,pirates,1471521067
92336,suspense,1471521044
92922,revenge,1408781036
92922,vengeance,1408781025
92924,femme-fatale,1425503802
92924,gritty,1425503802
92924,low-budget,1425503802
97397,gay,1449533216
98534,"imaginary world, characters, story, philosophical",1436680217
98534,script,1436680177
98623,meaning of life,1436680885
98623,philosophical,1436680885
98623,sci-fi,1436680885
