ratingId,userId,movieId,rating,timestamp
96,2,661,4.0,835356141
97,2,720,4.0,835355978
98,3,60,3.0,1298861675
99,3,110,4.0,1298922049
100,3,247,3.5,1298861637
101,3,267,3.0,1298861761
102,3,296,4.5,1298862418
103,3,318,5.0,1298862121
104,3,355,2.5,1298861589
105,3,356,5.0,1298862167
106,3,377,2.5,1298923242
107,3,527,3.0,1298862528
108,3,588,3.0,1298922100
109,3,592,3.0,1298923247
110,3,593,3.0,1298921840
111,3,595,2.0,1298923260
112,3,736,3.5,1298932787
113,3,778,4.0,1298863157
114,3,866,3.0,1298861687
115,3,1197,5.0,1298932770
116,3,1210,3.0,1298921795
117,3,1235,4.0,1298861628
118,3,1271,3.0,1298861605
119,3,1378,4.0,1298861658
120,3,1580,3.5,1298922089
121,3,1721,4.5,1298923236
122,3,1884,4.0,1298863143
123,3,2028,4.0,1298921862
124,3,2318,4.0,1298861753
125,3,2513,3.0,1298861789
126,3,2694,3.0,1298862710
127,3,2702,3.5,1298861796
128,3,2716,3.0,1298924017
129,3,2762,3.5,1298922057
130,3,2841,4.0,1298861733
131,3,2858,4.0,1298921825
132,3,2959,5.0,1298862874
133,3,3243,3.0,1298861968
134,3,3510,4.0,1298861633
135,3,3949,5.0,1298863174
136,3,5349,3.0,1298923266
137,3,5669,3.5,1298862672
138,3,6377,3.0,1298922080
139,3,7153,2.5,1298921787
140,3,7361,3.0,1298922065
141,3,8622,3.5,1298861650
142,3,8636,3.0,1298932766
143,3,27369,3.5,1298862555
144,3,44191,3.5,1298932740
145,3,48783,4.5,1298862361
146,3,50068,4.5,1298862467
147,3,58559,3.0,1298922071
148,3,84236,4.0,1298922130
149,4,10,4.0,949810645
150,4,34,5.0,949919556
151,4,112,5.0,949810582
152,4,141,5.0,949919681
153,4,153,4.0,949811346
154,4,173,3.0,949811346
155,4,185,3.0,949920047
156,4,260,5.0,949779042
157,4,289,4.0,949778802
158,4,296,5.0,949895708
159,4,329,3.0,949810618
160,4,349,5.0,949810582
161,4,356,5.0,949919763
162,4,357,5.0,949919681
163,4,364,5.0,949949538
164,4,367,4.0,949895887
165,4,380,3.0,949810534
166,4,410,3.0,949919883
167,4,431,3.0,949895772
168,4,434,4.0,949810688
169,4,435,1.0,949920135
170,4,440,4.0,949919802
171,4,442,4.0,949920028
172,4,464,4.0,949811315
173,4,480,5.0,949810582
174,4,541,5.0,949779091
175,4,588,5.0,949949486
176,4,589,5.0,949919938
177,4,590,3.0,949810534
178,4,594,5.0,949949538
179,4,596,5.0,949949638
180,4,610,4.0,949982238
181,4,616,5.0,949949444
182,4,858,5.0,949779022
183,4,903,5.0,949919189
184,4,910,4.0,949919306
185,4,913,5.0,949919247
186,4,919,5.0,949949396
187,4,1011,4.0,949919454
188,4,1016,4.0,949919322
189,4,1022,5.0,949949638
190,4,1028,5.0,949949638
191,4,1030,5.0,949896377
192,4,1031,5.0,949896377
193,4,1032,5.0,949949538
194,4,1033,5.0,949949638
195,4,1036,5.0,949896244
196,4,1073,5.0,949919372
197,4,1079,5.0,949811523
198,4,1089,5.0,949895732
199,4,1097,5.0,949778771
200,4,1125,5.0,949919399
201,4,1127,5.0,949896275
202,4,1136,5.0,949919372
203,4,1194,5.0,949919419
204,4,1196,5.0,949779173
205,4,1197,5.0,949811490
206,4,1198,5.0,949779173
207,4,1200,5.0,949896244
208,4,1206,5.0,949896159
209,4,1208,5.0,949779173
210,4,1210,5.0,949778714
211,4,1213,5.0,949895708
212,4,1214,5.0,949810261
213,4,1219,5.0,949779173
214,4,1220,5.0,949811523
215,4,1222,5.0,949918693
216,4,1225,5.0,949779173
217,4,1230,5.0,949919372
218,4,1240,5.0,949896244
219,4,1243,5.0,949919519
220,4,1257,5.0,949811602
221,4,1258,5.0,949918743
222,4,1259,4.0,949811559
223,4,1265,5.0,949919591
224,4,1270,5.0,949811523
225,4,1278,5.0,949919372
226,4,1282,5.0,949949396
227,4,1285,4.0,949811559
228,4,1288,5.0,949811490
229,4,1291,5.0,949918743
230,4,1298,4.0,949918927
231,4,1307,4.0,949811602
232,4,1332,4.0,949896275
233,4,1334,5.0,949982274
234,4,1344,5.0,949919247
235,4,1356,4.0,949810582
236,4,1371,4.0,949810302
237,4,1372,3.0,949920004
238,4,1374,4.0,949918787
239,4,1376,3.0,949918904
240,4,1377,3.0,949810688
241,4,1380,5.0,949896377
242,4,1387,5.0,949810261
243,4,1388,4.0,949810302
244,4,1396,5.0,949895772
245,4,1544,3.0,949811230
246,4,1580,5.0,949919978
247,4,1663,4.0,949811559
248,4,1674,5.0,949896244
249,4,1805,1.0,949895864
250,4,1858,5.0,949919738
251,4,1917,4.0,949810688
252,4,1918,2.0,949895956
253,4,1953,5.0,949810261
254,4,1954,5.0,949810261
255,4,1961,5.0,949918743
256,4,1967,3.0,949949538
257,4,1968,5.0,949811559
258,4,1994,5.0,949896309
259,4,2000,5.0,949811602
260,4,2002,3.0,949895907
261,4,2003,2.0,949918970
262,4,2005,5.0,949896070
263,4,2014,4.0,949919454
264,4,2018,5.0,949778771
265,4,2020,4.0,949811738
266,4,2021,4.0,949896114
267,4,2033,4.0,949982239
268,4,2034,4.0,949896183
269,4,2046,5.0,949810618
270,4,2054,3.0,949896114
271,4,2064,5.0,949918648
272,4,2078,5.0,949949444
273,4,2080,5.0,949919306
274,4,2081,4.0,949982239
275,4,2085,5.0,949949444
276,4,2086,5.0,949896114
277,4,2087,5.0,949949638
278,4,2091,5.0,949896183
279,4,2094,4.0,949920028
280,4,2096,5.0,949949538
281,4,2100,5.0,949896114
282,4,2102,5.0,949949396
283,4,2105,4.0,949896114
284,4,2109,5.0,949919399
285,4,2110,3.0,949896309
286,4,2114,5.0,949918927
287,4,2115,5.0,949918994
288,4,2124,4.0,949919763
289,4,2140,5.0,949896070
290,4,2141,4.0,949982239
291,4,2143,4.0,949896114
292,4,2144,5.0,949811603
293,4,2161,5.0,949896070
294,4,2174,5.0,949896070
295,4,2193,3.0,949896070
296,4,2194,5.0,949918764
297,4,2248,4.0,949811559
298,4,2263,3.0,949896309
299,4,2268,5.0,949895772
300,4,2289,5.0,949919556
301,4,2348,4.0,949918927
302,4,2371,4.0,949811603
303,4,2403,4.0,949918994
304,4,2406,5.0,949918994
305,4,2409,4.0,949810302
306,4,2454,5.0,949982274
307,4,2467,5.0,949918875
308,4,2551,4.0,949896275
309,4,2616,1.0,949895993
310,4,2628,5.0,949810582
311,4,2640,5.0,949810261
312,4,2659,3.0,949918671
313,4,2683,4.0,949896497
314,4,2699,4.0,949896497
315,4,2716,5.0,949811523
316,4,2723,5.0,949810582
317,4,2734,4.0,949778714
318,4,2770,1.0,949896521
319,4,2788,5.0,949919399
320,4,2791,5.0,949811490
321,4,2795,4.0,949811603
322,4,2797,5.0,949896070
323,4,2804,5.0,949811738
324,4,2822,3.0,949811230
325,4,2867,3.0,949918875
326,4,2872,5.0,949896114
327,4,2877,5.0,949896377
328,4,2902,2.0,949896309
329,4,2903,1.0,949896309
330,4,2916,4.0,949810534
331,4,2918,5.0,949811559
332,4,2968,5.0,949896070
333,4,2986,3.0,949896015
334,4,2987,5.0,949918807
335,4,2991,5.0,949810261
336,4,3016,3.0,949896543
337,4,3034,5.0,949949444
338,4,3039,4.0,949811559
339,4,3040,5.0,949919419
340,4,3060,5.0,949919656
341,4,3071,4.0,949918715
342,4,3101,4.0,949896275
343,4,3104,4.0,949811603
344,4,3108,5.0,949919738
345,4,3169,4.0,949918904
346,4,3208,2.0,949778946
347,4,3210,4.0,949811523
348,4,3251,5.0,949918970
349,4,3255,4.0,949919738
350,4,3263,3.0,949919845
351,4,3265,5.0,949895732
352,4,4006,2.0,949982238
353,5,3,4.0,1163374957
354,5,39,4.0,1163374952
355,5,104,4.0,1163374639
356,5,141,4.0,1163374242
357,5,150,4.0,1163374404
358,5,231,3.5,1163373762
359,5,277,4.5,1163373208
360,5,344,3.5,1163373636
361,5,356,4.0,1163374152
362,5,364,4.0,1163373752
363,5,367,4.0,1163373755
364,5,377,4.0,1163373610
365,5,440,4.0,1163374477
366,5,500,4.5,1163373718
367,5,586,4.0,1163374392
368,5,588,3.5,1163373551
369,5,595,4.0,1163374190
370,5,597,5.0,1163373711
371,5,788,3.5,1163374993
372,5,858,2.5,1163373651
373,5,903,3.5,1163373135
374,5,919,4.0,1163374286
375,5,1022,4.0,1163373316
376,5,1035,5.0,1163373103
377,5,1193,3.0,1163374173
378,5,1221,2.5,1163374239
379,5,1247,4.0,1163374582
380,5,1307,4.0,1163374495
381,5,1380,5.0,1163373044
382,5,1393,3.5,1163374165
383,5,1485,4.5,1163374608
384,5,1544,3.5,1163374562
385,5,1682,4.0,1163374214
386,5,1721,4.0,1163373744
387,5,1777,4.0,1163374601
388,5,1784,4.5,1163374251
389,5,1923,4.5,1163373726
390,5,1961,4.0,1163373675
391,5,1968,4.0,1163374324
392,5,1997,3.5,1163374593
393,5,2023,1.5,1163373188
394,5,2081,5.0,1163373109
395,5,2273,4.0,1163373276
396,5,2294,4.0,1163373251
397,5,2355,3.5,1163374184
398,5,2424,4.0,1163373193
399,5,2502,3.5,1163374290
400,5,2683,4.0,1163373679
401,5,2694,4.5,1163373293
402,5,2706,4.0,1163374246
403,5,2762,3.5,1163373743
404,5,2770,3.5,1163374947
405,5,2918,3.5,1163374278
406,5,2997,3.5,1163374127
407,5,3114,3.5,1163374263
408,5,3176,3.5,1163374408
409,5,3408,4.0,1163374137
410,5,3753,3.5,1163373148
411,5,3897,4.5,1163374235
412,5,3948,3.5,1163374198
413,5,4014,4.0,1163373273
414,5,4018,4.0,1163375025
415,5,4022,3.5,1163373696
416,5,4025,4.5,1163375145
417,5,4306,3.5,1163374103
418,5,4308,3.5,1163374354
419,5,4447,4.5,1163375033
420,5,4718,3.5,1163375131
421,5,4963,3.0,1163373548
422,5,4995,4.5,1163373616
423,5,5266,3.5,1163374995
424,5,5299,4.5,1163373299
425,5,5349,4.5,1163373606
426,5,5464,4.0,1163374443
427,5,5669,3.5,1163374206
428,5,5679,4.5,1163374389
429,5,5816,3.0,1163373688
430,5,5995,4.0,1163374533
431,5,6218,3.5,1163374491
432,5,6373,4.0,1163374572
433,5,6377,4.0,1163373626
434,5,6502,4.0,1163374455
435,5,6711,2.5,1163373238
436,5,6942,4.0,1163374511
437,5,8376,4.0,1163374742
438,5,8464,4.0,1163374381
439,5,8622,3.5,1163374118
440,5,8636,4.5,1163373593
441,5,8644,4.0,1163374426
442,5,30707,4.5,1163374340
443,5,30749,4.5,1163374702
444,5,30793,3.5,1163374177
445,5,33166,5.0,1163374211
446,5,33679,4.0,1163374517
447,5,34162,4.5,1163374227
448,5,35836,4.0,1163374275
449,5,40819,4.5,1163374283
450,5,41566,4.0,1163374144
451,5,41569,4.0,1163374167
452,5,48385,4.5,1163374357
453,6,111,4.0,1109258212
454,6,158,2.0,1108134263
455,6,173,2.0,1109258228
456,6,293,5.0,1108134539
457,6,596,4.0,1108134269
458,6,903,4.0,1108134299
459,6,1204,5.0,1108134266
460,6,1250,4.5,1108134284
461,6,1259,4.5,1109258196
462,6,1276,4.5,1108134309
463,6,1285,4.5,1108134339
464,6,1358,2.0,1109258181
465,6,1639,2.0,1109258179
466,6,1687,2.0,1109258281
467,6,1747,2.0,1109258194
468,6,1876,0.5,1108134334
469,6,1909,3.0,1108134344
470,6,2001,3.0,1108134289
471,6,2019,4.0,1109258270
472,6,2072,4.0,1109258285
473,6,2174,4.0,1109258175
474,6,2502,3.5,1108134291
475,6,2528,3.0,1109258245
476,6,2529,4.0,1108134293
477,6,2571,1.0,1109258202
478,6,2657,2.0,1108134271
479,6,2692,4.0,1108134274
480,6,2723,3.0,1109258257
481,6,2761,4.5,1108134545
482,6,2890,3.0,1109258199
483,6,3052,1.0,1108134337
484,6,3114,4.0,1109258183
485,6,3300,3.5,1109258250
486,6,3751,1.5,1109258190
487,6,4641,1.5,1109258217
488,6,4975,1.5,1109258226
489,6,5952,5.0,1108134311
490,6,7090,3.0,1108134534
491,6,7153,5.0,1108134519
492,6,7361,4.0,1108134524
493,6,8368,3.5,1108134526
494,6,8636,4.0,1108134537
495,6,8784,3.0,1108134531
496,6,8874,4.5,1108134521
497,7,1,3.0,851866703
498,7,10,3.0,851869035
499,7,21,3.0,851867289
500,7,31,3.0,851868750
501,7,34,4.0,851867861
502,7,40,4.0,851866901
503,7,104,3.0,851866744
504,7,110,5.0,851868188
505,7,112,4.0,851866720
506,7,141,4.0,851866704
507,7,151,4.0,851868206
508,7,198,2.0,851868704
509,7,207,3.0,851868705
510,7,260,5.0,851869062
511,7,272,3.0,851868188
512,7,316,2.0,851869161
513,7,318,5.0,851868187
514,7,329,3.0,851868524
515,7,333,3.0,851867345
516,7,345,3.0,851867621
517,7,355,3.0,851867941
518,7,356,3.0,851868188
519,7,357,3.0,851867436
520,7,364,3.0,851868020
521,7,367,3.0,851867790
522,7,377,3.0,851869291
523,7,380,4.0,851869291
524,7,480,4.0,851869161
525,7,500,3.0,851867669
526,7,534,4.0,851868246
527,7,539,3.0,851867688
528,7,541,4.0,851869035
529,7,551,4.0,851868019
530,7,588,4.0,851868044
531,7,589,3.0,851869140
532,7,590,4.0,851868186
533,7,592,3.0,851868863
534,7,594,4.0,851868020
535,7,595,3.0,851868044
536,7,610,3.0,851868074
537,7,671,4.0,851866806
538,7,708,3.0,851866744
539,7,720,5.0,851868019
540,7,724,2.0,851866784
541,7,736,1.0,851866704
542,7,737,1.0,851866763
543,7,745,5.0,851868020
544,7,780,3.0,851866703
545,7,786,2.0,851866744
546,7,924,4.0,851868289
547,7,1036,3.0,851869102
548,7,1073,3.0,851866744
549,7,1079,4.0,851867320
550,7,1080,4.0,851867289
551,7,1097,3.0,851868308
552,7,1125,3.0,851867553
553,7,1129,3.0,851869103
554,7,1136,4.0,851867289
555,7,1148,5.0,851868019
556,7,1196,5.0,851869034
557,7,1197,3.0,851867289
558,7,1198,5.0,851869035
559,7,1210,5.0,851869034
560,7,1220,4.0,851867379
561,7,1223,5.0,851868044
562,7,1225,5.0,851868246
563,7,1231,4.0,851868321
564,7,1240,4.0,851869062
565,7,1242,5.0,851868289
566,7,1270,3.0,851867436
567,7,1275,4.0,851869080
568,7,1278,3.0,851867436
569,7,1287,4.0,851868332
570,7,1288,4.0,851867401
571,7,1291,3.0,851867320
572,7,1298,3.0,851868471
573,7,1302,4.0,851868471
574,7,1307,3.0,851867401
575,7,1353,3.0,851866935
576,7,1371,3.0,851869160
577,7,1372,3.0,851869102
578,7,1373,2.0,851869230
579,7,1374,4.0,851869035
580,7,1375,3.0,851869140
581,7,1376,3.0,851869062
582,7,1394,3.0,851867688
583,7,1405,5.0,851866978
584,7,1408,1.0,851869140
585,8,32,5.0,1154465405
586,8,45,2.5,1154389572
587,8,47,5.0,1154464836
588,8,50,5.0,1154400173
589,8,110,4.0,1154473268
590,8,260,3.5,1154464829
591,8,282,2.0,1154389420
592,8,296,4.0,1154465380
593,8,318,5.0,1154464714
594,8,356,4.0,1154400390
595,8,457,4.5,1154400475
596,8,520,3.5,1154389356
597,8,524,2.0,1154400357
598,8,527,5.0,1154400170
599,8,543,5.0,1154389386
600,8,589,4.0,1154464853
601,8,593,4.5,1154464833
602,8,628,4.0,1154400284
603,8,805,3.5,1154389432
604,8,858,5.0,1154400181
605,8,1196,3.5,1154464841
606,8,1197,4.0,1154464887
607,8,1198,4.0,1154464730
608,8,1210,4.0,1154464769
609,8,1219,4.0,1154465573
610,8,1225,4.0,1154465394
611,8,1258,4.0,1154465555
612,8,1259,4.0,1154464811
613,8,1265,3.0,1154465230
614,8,1270,4.0,1154464747
615,8,1291,4.0,1154464720
616,8,1302,3.5,1154400465
617,8,1358,0.5,1154474527
618,8,1387,4.0,1154465285
619,8,1393,3.0,1154400324
620,8,1500,4.0,1154465235
621,8,1552,3.0,1154389408
622,8,1617,3.5,1154464990
623,8,1625,5.0,1154389385
624,8,1674,4.0,1154389491
625,8,1704,4.0,1154473252
626,8,1754,3.0,1154400308
627,8,1777,5.0,1154400458
628,8,1876,3.5,1154389528
629,8,1961,5.0,1154473322
630,8,2028,4.0,1154473259
631,8,2100,3.0,1154389460
632,8,2139,3.0,1154465222
633,8,2194,4.5,1154464735
634,8,2302,4.5,1154400414
635,8,2324,4.0,1154464850
636,8,2329,5.0,1154473217
637,8,2353,3.5,1154389340
638,8,2423,3.5,1154400351
639,8,2502,5.0,1154464889
640,8,2571,5.0,1154464738
641,8,2716,3.5,1154464944
642,8,2762,4.5,1154464717
643,8,2770,2.5,1154389541
644,8,2791,4.5,1154465558
645,8,2797,3.5,1154400340
646,8,2804,3.5,1154473419
647,8,2841,3.0,1154400360
648,8,2858,4.5,1154464950
649,8,2918,5.0,1154473364
650,8,2959,4.0,1154464901
651,8,3147,4.5,1154400266
652,8,3578,5.0,1154400441
653,8,3916,3.5,1154400198
654,8,3948,4.0,1154389482
655,8,3996,4.0,1154465526
656,8,4011,4.5,1154464873
657,8,4019,3.5,1154400245
658,8,4034,4.5,1154465279
659,8,4226,5.0,1154464905
660,8,4262,4.0,1154464915
661,8,4448,2.5,1154400334
662,8,4886,3.5,1154464808
663,8,4896,3.5,1154400398
664,8,4963,4.5,1154400383
665,8,4973,4.0,1154465373
666,8,4993,3.5,1154464819
667,8,4995,3.5,1154389449
668,8,5064,5.0,1154400236
669,8,5378,3.5,1154389552
670,8,5445,4.5,1154400449
671,8,5464,4.0,1154464756
672,8,5630,4.0,1154400407
673,8,5650,4.0,1154465399
674,8,5669,3.0,1154465385
675,8,5952,4.0,1154464762
676,8,5989,3.5,1154400444
677,8,6377,4.0,1154389474
678,8,6378,3.0,1154400191
679,8,6870,4.0,1154464895
680,8,6874,5.0,1154465296
681,8,6879,3.0,1154400253
682,8,7143,3.5,1154400294
683,8,7153,4.0,1154464753
684,8,7361,4.0,1154465367
685,8,7438,4.0,1154464994
686,8,8533,2.5,1154400471
687,8,8784,4.5,1154464868
688,8,8873,4.0,1154465499
689,8,8874,3.0,1154465548
690,8,32587,3.5,1154465243
691,8,33166,4.5,1154473310
692,8,33493,4.5,1154400263
693,8,33794,4.5,1154464726
694,8,34162,3.5,1154400423
695,8,40583,3.5,1154473088
696,8,40819,3.5,1154473264
697,8,42007,2.0,1154473042
698,8,43556,3.5,1154473022
699,8,43871,3.0,1154473014
700,8,44004,3.0,1154473017
701,9,1,4.0,938629179
702,9,17,4.0,938628337
703,9,26,3.0,938628655
704,9,36,5.0,938629110
705,9,47,3.0,938628897
706,9,318,4.0,938628966
707,9,497,4.0,938628777
708,9,515,4.0,938628577
709,9,527,5.0,938628843
710,9,534,5.0,938628337
711,9,593,4.0,938628843
712,9,608,5.0,938628843
713,9,733,2.0,938628337
714,9,1059,5.0,938629250
715,9,1177,3.0,938629470
716,9,1357,4.0,938628655
717,9,1358,4.0,938628450
718,9,1411,3.0,938628655
719,9,1541,2.0,938628777
720,9,1584,4.0,938629341
721,9,1680,4.0,938629054
722,9,1682,5.0,938628690
723,9,1704,4.0,938628966
724,9,1721,3.0,938629470
725,9,1784,5.0,938628966
726,9,2028,4.0,938629341
727,9,2125,4.0,938629522
728,9,2140,4.0,938629747
729,9,2249,4.0,938629053
730,9,2268,3.0,938629053
731,9,2273,3.0,938628777
732,9,2278,4.0,938628897
733,9,2291,4.0,938629341
734,9,2294,2.0,938629250
735,9,2302,4.0,938628843
736,9,2391,4.0,939122916
737,9,2396,4.0,938628577
738,9,2427,2.0,938629681
739,9,2490,3.0,938629681
740,9,2501,4.0,938628966
741,9,2539,2.0,938629341
742,9,2571,5.0,938628450
743,9,2628,3.0,938628843
744,9,2762,4.0,938627748
745,9,2857,4.0,938629681
746,10,50,5.0,942766420
747,10,152,4.0,942766793
748,10,318,4.0,942766515
749,10,344,3.0,942766603
750,10,345,4.0,942766603
751,10,592,3.0,942767328
752,10,735,4.0,942766974
753,10,1036,3.0,942767258
754,10,1089,3.0,942766420
755,10,1101,2.0,942767328
756,10,1127,4.0,942767328
757,10,1196,4.0,942767258
758,10,1197,4.0,942767258
759,10,1198,4.0,942767258
760,10,1200,4.0,942767258
761,10,1210,4.0,942767258
762,10,1220,3.0,942767328
763,10,1240,4.0,942767258
764,10,1291,4.0,942767258
765,10,1358,5.0,942766420
766,10,1423,4.0,942766420
767,10,1459,3.0,942766725
768,10,1499,3.0,942766845
769,10,1611,5.0,942767029
770,10,1690,3.0,942766679
771,10,1704,4.0,942766472
772,10,1719,5.0,942766472
773,10,1887,2.0,942766845
774,10,1923,5.0,942766515
775,10,2108,3.0,942766472
776,10,2344,5.0,942766991
777,10,2406,4.0,942767328
778,10,2410,2.0,942767328
779,10,2539,4.0,942766845
780,10,2571,5.0,942766515
781,10,2826,5.0,942766109
782,10,2827,3.0,942766251
783,10,2840,3.0,942766213
784,10,2841,4.0,942766029
785,10,2881,3.0,942766164
786,10,2890,4.0,942765978
787,10,2907,2.0,942766213
788,10,2926,5.0,942767121
789,10,2995,2.0,942766251
790,10,3005,3.0,942766059
791,10,3019,4.0,942767571
792,11,50,5.0,1391658537
793,11,70,1.0,1391656827
794,11,126,4.0,1391657561
795,11,169,3.0,1391657297
796,11,296,5.0,1391658423
797,11,778,4.5,1391658505
798,11,785,3.5,1391656845
799,11,923,5.0,1391658556
800,11,1027,4.5,1391658634
801,11,1201,5.0,1391658440
802,11,1408,5.0,1391658667
803,11,1918,3.0,1391657062
804,11,2042,3.5,1391657376
805,11,2596,4.5,1391657543
806,11,2762,3.0,1391658583
807,11,3424,3.0,1391657112
808,11,5669,3.0,1391658601
809,11,6598,5.0,1391657861
810,11,26614,5.0,1391658574
811,11,48516,5.0,1391658450
812,11,51084,4.0,1391657605
813,11,58295,4.5,1391657459
814,11,71211,3.5,1391657720
815,11,77455,4.5,1391658141
816,11,79132,4.0,1391658115
817,11,80489,4.5,1391658399
818,11,80906,3.0,1391658137
819,11,81158,4.0,1391658210
820,11,81562,3.5,1391658218
821,11,88129,4.0,1391658385
822,11,91500,4.5,1391658311
823,11,91529,4.5,1391658125
824,11,91548,4.0,1391658270
825,11,96079,4.0,1391658186
826,11,96861,4.0,1391657924
827,11,97938,4.0,1391657610
828,11,104841,5.0,1391658157
829,11,106487,5.0,1391657798
830,12,253,3.0,968045587
831,12,529,1.0,968045407
832,12,538,3.0,968045438
833,12,608,2.0,968045353
834,12,673,1.0,968045732
835,12,736,4.0,968045680
836,12,737,3.0,968045764
837,12,1028,1.0,968045500
838,12,1032,2.0,968045561
839,12,1077,3.0,968045500
840,12,1197,1.0,955407153
841,12,1215,5.0,968045353
842,12,1220,5.0,955407153
843,12,1230,2.0,968045354
844,12,1235,5.0,968045354
845,12,1295,1.0,955407153
846,12,1374,1.0,968045475
847,12,1387,4.0,968045475
848,12,1639,2.0,968045438
849,12,1732,3.0,968045529
850,12,2259,2.0,955407153
851,12,2355,2.0,968045475
852,12,2460,4.0,968045680
853,12,2529,1.0,968045475
854,12,2668,2.0,968045764
855,12,2959,4.0,968045407
856,12,3146,2.0,968045732
857,12,3148,1.0,968045379
858,12,3176,3.0,968045649
859,12,3179,2.0,968045354
860,12,3298,4.0,968045529
861,12,3324,1.0,968045732
862,12,3408,4.0,968045379
863,12,3474,4.0,955407153
864,12,3770,3.0,968045619
865,12,3773,2.0,968045680
866,12,3780,2.0,968045619
867,12,3791,1.0,968045232
868,12,3793,5.0,968045232
869,12,3794,3.0,968045232
870,12,3798,4.0,968045232
871,12,3799,1.0,968045198
872,12,3801,3.0,968045198
873,12,3809,3.0,968045172
874,12,3825,5.0,968045142
875,12,3827,2.0,968045142
876,12,3829,2.0,968045106
877,12,3831,4.0,968045106
878,12,3841,2.0,968045074
879,12,3844,1.0,968045074
880,12,3861,3.0,968045015
881,12,3863,5.0,968045015
882,12,3864,3.0,968045015
883,12,3865,5.0,968045015
884,12,3869,2.0,968044981
885,12,3871,2.0,968044981
886,12,3873,3.0,968044981
887,12,3879,5.0,968044949
888,12,3885,3.0,968044949
889,12,3886,2.0,968044949
890,12,6184,4.0,968045173
891,13,1,5.0,1331380058
892,13,47,2.5,1331380914
893,13,110,4.0,1331380038
894,13,277,4.0,1331379348
895,13,296,3.5,1331380895
896,13,318,4.5,1331380029
897,13,356,5.0,1331380018
898,13,362,4.5,1331379479
899,13,480,3.0,1331380025
900,13,524,3.5,1331379485
901,13,527,4.0,1331380901
902,13,531,4.0,1331379483
903,13,587,3.0,1331380851
904,13,590,4.0,1331380062
905,13,914,4.0,1331379366
906,13,919,3.5,1331380871
907,13,1027,3.0,1331379520
908,13,1259,4.0,1331380814
909,13,1265,2.5,1331380845
910,13,1918,3.0,1331379386
911,13,1961,4.0,1331380745
912,13,2355,4.0,1331380741
913,13,2571,3.0,1331380888
914,13,2572,3.5,1331379777
915,13,2761,4.0,1331379470
916,13,2762,3.0,1331380765
917,13,2804,3.0,1331380731
918,13,2908,3.0,1331379494
919,13,2918,3.0,1331380761
920,13,3114,3.0,1331380738
921,13,3147,4.0,1331380752
922,13,3255,3.5,1331379342
923,13,3396,3.5,1331379599
