movieId,name,year,Mystery,Drama,Western,Sci-Fi,Horror,Film-Noir,Crime,Romance,Fantasy,Musical,Animation,War,Adventure,Action,(no genres listed),Comedy,Documentary,Children,Thriller,IMAX
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
64,Two if by Sea,1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
65,Bio-Dome,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
66,Lawnmower Man 2: Beyond Cyberspace,1996,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
68,French Twist (Gazon maudit),1995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
69,Friday,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
70,From Dusk Till Dawn,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
71,Fair Game,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
72,Kicking and Screaming,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
73,"Misérables, Les",1995,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
74,Bed of Roses,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
76,Screamers,1995,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
77,Nico Icon,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
78,"Crossing Guard, The",1995,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
79,"Juror, The",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
80,"White Balloon, The (Badkonake sefid)",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
81,Things to Do in Denver When You're Dead,1995,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
82,Antonia's Line (Antonia),1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
83,Once Upon a Time... When We Were Colored,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
84,Last Summer in the Hamptons,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
85,Angels and Insects,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
86,White Squall,1996,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
87,Dunston Checks In,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
88,Black Sheep,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
89,Nick of Time,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
92,Mary Reilly,1996,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
93,Vampire in Brooklyn,1995,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
94,Beautiful Girls,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
95,Broken Arrow,1996,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
96,In the Bleak Midwinter,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
97,"Hate (Haine, La)",1995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
98,Shopping,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
99,Heidi Fleiss: Hollywood Madam,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
100,City Hall,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
101,Bottle Rocket,1996,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
102,Mr. Wrong,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
103,Unforgettable,1996,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
104,Happy Gilmore,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
105,"Bridges of Madison County, The",1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
107,Muppet Treasure Island,1996,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
108,Catwalk,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
110,Braveheart,1995,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
111,Taxi Driver,1976,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
112,Rumble in the Bronx (Hont faan kui),1995,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
113,Before and After,1996,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,Margaret's Museum,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,Anne Frank Remembered,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
117,"Young Poisoner's Handbook, The",1995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
118,If Lucy Fell,1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
119,"Steal Big, Steal Little",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
121,"Boys of St. Vincent, The",1992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,Boomerang,1992,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
123,Chungking Express (Chung Hing sam lam),1994,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
124,"Star Maker, The (Uomo delle stelle, L')",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,Flirting With Disaster,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
126,"NeverEnding Story III, The",1994,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
129,Pie in the Sky,1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
130,Angela,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,Frankie Starlight,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
132,Jade,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
135,Down Periscope,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
137,Man of the Year,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
140,Up Close and Personal,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
141,"Birdcage, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
144,"Brothers McMullen, The",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
145,Bad Boys,1995,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
146,"Amazing Panda Adventure, The",1995,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
147,"Basketball Diaries, The",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,"Awfully Big Adventure, An",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Amateur,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
150,Apollo 13,1995,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
151,Rob Roy,1995,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
152,"Addiction, The",1995,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,Batman Forever,1995,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
154,Beauty of the Day (Belle de jour),1967,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,Beyond Rangoon,1995,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
156,Blue in the Face,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
157,Canadian Bacon,1995,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
158,Casper,1995,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
159,Clockers,1995,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
160,Congo,1995,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
161,Crimson Tide,1995,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
162,Crumb,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
163,Desperado,1995,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
164,Devil in a Blue Dress,1995,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
165,Die Hard: With a Vengeance,1995,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
166,"Doom Generation, The",1995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
167,Feast of July,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,First Knight,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
169,Free Willy 2: The Adventure Home,1995,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
170,Hackers,1995,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
171,Jeffrey,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
172,Johnny Mnemonic,1995,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
173,Judge Dredd,1995,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
174,Jury Duty,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
175,Kids,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,Living in Oblivion,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
177,Lord of Illusions,1995,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,Love & Human Remains,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
179,Mad Love,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
180,Mallrats,1995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
181,Mighty Morphin Power Rangers: The Movie,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
183,Mute Witness,1994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
184,Nadja,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,"Net, The",1995,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
186,Nine Months,1995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
187,Party Girl,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
188,"Prophecy, The",1995,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
189,Reckless,1995,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
190,Safe,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
191,"Scarlet Letter, The",1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
193,Showgirls,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,Smoke,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
195,Something to Talk About,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
196,Species,1995,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,Strange Days,1995,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
200,"Tie That Binds, The",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
201,Three Wishes,1995,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
202,Total Eclipse,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
204,Under Siege 2: Dark Territory,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
205,Unstrung Heroes,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
206,Unzipped,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
207,"Walk in the Clouds, A",1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
208,Waterworld,1995,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
209,White Man's Burden,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,"Browning Version, The",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,Burnt by the Sun (Utomlyonnye solntsem),1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,Before the Rain (Pred dozhdot),1994,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
215,Before Sunrise,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
216,Billy Madison,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
217,"Babysitter, The",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
218,Boys on the Side,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
219,"Cure, The",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,Castle Freak,1995,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222,Circle of Friends,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
223,Clerks,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
224,Don Juan DeMarco,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
225,Disclosure,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
227,Drop Zone,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
228,Destiny Turns on the Radio,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
229,Death and the Maiden,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
230,Dolores Claiborne,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
231,Dumb & Dumber (Dumb and Dumber),1994,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
232,Eat Drink Man Woman (Yin shi nan nu),1994,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
233,Exotica,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,Exit to Eden,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
235,Ed Wood,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
236,French Kiss,1995,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
237,Forget Paris,1995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
238,Far From Home: The Adventures of Yellow Dog,1995,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
239,"Goofy Movie, A",1995,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
240,Hideaway,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
241,Fluke,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
242,Farinelli: il castrato,1994,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
243,Gordy,1995,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
244,Gumby: The Movie,1995,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
245,The Glass Shield,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
246,Hoop Dreams,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
247,Heavenly Creatures,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
248,Houseguest,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
249,Immortal Beloved,1994,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
250,Heavyweights (Heavy Weights),1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
251,"Hunted, The",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
252,I.Q.,1994,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
253,Interview with the Vampire: The Vampire Chronicles,1994,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,Jefferson in Paris,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,"Jerky Boys, The",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
256,Junior,1994,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
257,Just Cause,1995,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
258,"Kid in King Arthur's Court, A",1995,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False
259,Kiss of Death,1995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
260,Star Wars: Episode IV - A New Hope,1977,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
261,Little Women,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
262,"Little Princess, A",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
263,Ladybird Ladybird,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
264,"Enfer, L'",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
265,Like Water for Chocolate (Como agua para chocolate),1992,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
266,Legends of the Fall,1994,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
267,Major Payne,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
268,Little Odessa,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
269,My Crazy Life (Mi vida loca),1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
270,Love Affair,1994,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
271,Losing Isaiah,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
272,"Madness of King George, The",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
273,Mary Shelley's Frankenstein (Frankenstein),1994,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
274,Man of the House,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
275,Mixed Nuts,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
276,Milk Money,1994,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
277,Miracle on 34th Street,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278,Miami Rhapsody,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
279,My Family,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
